compound,vol_pfu_pred,vol_pfu_std
NCl__s4,52.14518123764387,28.72567273425575
NF__s4,49.36595786579966,28.473854886568084
NO__s4,42.3886470956805,28.13363807006368
NF__s3,49.17092448917628,28.10929468779313
OCl__s4,50.79615035074583,28.095987219734837
NO__s3,42.29960170204795,28.061752937936117
FCl__s4,49.16498086798118,28.050248314930982
OCl__s3,50.65989411055244,27.86583247410485
NCl__s3,51.35121119796133,27.77572765969492
OF__s4,40.84246263292263,27.64558734027406
